,O100,O99,O98,O97,O96,O95,O94,O93,O92,O91,O90,O89,O88,O87,O86,O85,O84,O83,O82,O81,O80,O79,O78,O77,O76,O75,O74,O73,O72,O71,O70,O69,O68,O67,O66,O65,O64,O63,O62,O61,O60,O59,O58,O57,O56,O55,O54,O53,O52,O51,O50,O49,O48,O47,O46,O45,O44,O43,O42,O41,O40,O39,O38,O37,O36,O35,O34,O33,O32,O31,O30,O29,O28,O27,O26,O25,O24,O23,O22,O21,O20,O19,O18,O17,O16,O15,O14,O13,O12,O11,O10,O9,O8,O7,O6,O5,O4,O3,O2,O1
Erikson Creek 1,0.77228,0.83389,0.79968,0.8469,0.76267,0.73987,0.72627,0.71105,0.71604,0.7145,0.72033,0.73691,0.76292,0.75442,0.74521,0.67954,0.68152,0.6866,0.69162,0.67475,0.68869,0.6838,0.64271,0.67703,0.70852,0.68965,0.70874,0.69051,0.7075,0.72049,0.71186,0.67509,0.67022,0.65617,0.6457,0.66696,0.66999,0.68815,0.66622,0.68208,0.69114,0.69208,0.69523,0.71578,0.72077,0.70405,0.68637,0.69289,0.67897,0.67758,0.66779,0.66588,0.67806,0.68478,0.67593,0.67623,0.69152,0.68279,0.66949,0.66361,0.67374,0.65991,0.6431,0.6384,0.64533,0.63506,0.62812,0.62275,0.60632,0.59089,0.58222,0.57689,0.56388,0.54934,0.54345,0.53983,0.54301,0.52158,0.4994,0.48452,0.48055,0.46499,0.44061,0.43575,0.447,0.43853,0.39391,0.34302,0.32689,0.28546,0.25612,0.22569,0.19622,0.16182,0.097778,0.072125,0.070979,0.058186,0.034656,0.03058
Erikson Creek 2,0.27383,0.38207,0.4368,0.39821,0.40385,0.38122,0.39441,0.40655,0.45291,0.42128,0.45572,0.47661,0.49261,0.48595,0.46399,0.48268,0.50417,0.50383,0.50194,0.46994,0.47726,0.48198,0.51452,0.46694,0.47742,0.50259,0.50179,0.4959,0.52285,0.52876,0.51594,0.50267,0.48303,0.47753,0.49296,0.53722,0.53883,0.52406,0.52966,0.52717,0.51976,0.53728,0.52764,0.53494,0.53734,0.55469,0.52297,0.54351,0.54172,0.53726,0.5473,0.55249,0.57893,0.60946,0.60988,0.64512,0.64603,0.62608,0.63379,0.62634,0.64294,0.62583,0.6195,0.60841,0.59928,0.60785,0.61402,0.61463,0.60155,0.60723,0.59241,0.60251,0.59863,0.5858,0.56443,0.54374,0.52945,0.54515,0.54815,0.54093,0.54493,0.55373,0.56977,0.57128,0.54499,0.53326,0.52117,0.53401,0.50876,0.48769,0.4573,0.41362,0.38964,0.38376,0.39229,0.35317,0.31614,0.29522,0.27321,0.25289
Erikson Creek 3,0.75635,0.54662,0.60441,0.61471,0.61042,0.52879,0.54712,0.53762,0.51372,0.49565,0.50135,0.51084,0.52454,0.50027,0.51539,0.51764,0.55879,0.58586,0.53057,0.53858,0.52867,0.51752,0.49669,0.52413,0.53077,0.53646,0.53518,0.54746,0.56327,0.59141,0.59501,0.59402,0.58848,0.58869,0.57873,0.56419,0.55915,0.55678,0.57297,0.55906,0.55389,0.55316,0.5526,0.54384,0.55588,0.56929,0.56324,0.54865,0.56625,0.56592,0.57075,0.55958,0.54884,0.53917,0.52007,0.52082,0.52841,0.51268,0.52338,0.54412,0.55491,0.55674,0.60987,0.61017,0.59769,0.58698,0.56783,0.56653,0.54694,0.54922,0.54354,0.54643,0.54283,0.54639,0.52944,0.50293,0.49203,0.47171,0.44774,0.44224,0.437,0.42213,0.42504,0.41186,0.40625,0.39414,0.36722,0.36251,0.36525,0.35268,0.33372,0.31661,0.3078,0.27483,0.2614,0.23687,0.23919,0.22245,0.22066,0.21589
Erikson Creek 4,0.56225,0.53801,0.59961,0.54232,0.52487,0.5242,0.49404,0.4848,0.51936,0.47814,0.49185,0.57462,0.54498,0.57459,0.55699,0.56808,0.59699,0.58595,0.53046,0.51449,0.53968,0.55949,0.54477,0.56764,0.57294,0.57073,0.58493,0.56881,0.57213,0.57837,0.58733,0.57543,0.59725,0.60042,0.58577,0.57376,0.58066,0.58532,0.59561,0.58575,0.54866,0.54473,0.53044,0.52251,0.53097,0.51476,0.48297,0.48856,0.47885,0.45306,0.46098,0.43638,0.42918,0.42968,0.42866,0.3982,0.41065,0.45423,0.42581,0.44918,0.4505,0.45892,0.47491,0.48184,0.48444,0.46373,0.46607,0.46192,0.46562,0.4574,0.47398,0.46264,0.47588,0.48156,0.50572,0.50173,0.49167,0.49317,0.49347,0.47418,0.47077,0.43268,0.39424,0.39011,0.37332,0.35929,0.3259,0.30757,0.29007,0.27521,0.2694,0.25584,0.25806,0.25587,0.25816,0.23945,0.22777,0.19661,0.15872,0.12034
Erikson Creek 5,0.6477,0.64524,0.67011,0.58444,0.60127,0.51939,0.56029,0.60054,0.6313,0.58946,0.61651,0.58233,0.56607,0.5874,0.60714,0.60853,0.60911,0.56397,0.58402,0.55283,0.54341,0.56181,0.52656,0.54399,0.55053,0.53649,0.54663,0.5566,0.5581,0.54584,0.54481,0.51993,0.51738,0.52409,0.51938,0.53462,0.54219,0.54589,0.5697,0.55759,0.5481,0.5493,0.56257,0.5563,0.56047,0.55293,0.55938,0.5579,0.55875,0.5612,0.55281,0.55752,0.57247,0.56306,0.56031,0.56897,0.57611,0.56766,0.57338,0.57364,0.57191,0.56671,0.57053,0.56703,0.56268,0.59332,0.6056,0.58035,0.59557,0.60272,0.59199,0.59225,0.61967,0.61201,0.5852,0.56904,0.54684,0.52141,0.48871,0.46117,0.44201,0.42666,0.42498,0.41113,0.39342,0.3961,0.36879,0.33276,0.30428,0.31586,0.29393,0.24138,0.26062,0.2434,0.25098,0.25952,0.23873,0.25515,0.25531,0.26443
Erikson Creek 6,0.77019,0.67925,0.62452,0.62957,0.62636,0.59162,0.54804,0.43974,0.46428,0.48678,0.45989,0.47268,0.44383,0.46369,0.45143,0.45477,0.431,0.42806,0.42529,0.4566,0.44907,0.42927,0.45791,0.4569,0.4724,0.47405,0.49604,0.49119,0.48188,0.47653,0.45949,0.43676,0.42133,0.41951,0.40024,0.37961,0.3735,0.38611,0.41412,0.42209,0.43167,0.43278,0.45827,0.44799,0.44047,0.45347,0.47181,0.48388,0.49585,0.51457,0.53004,0.52942,0.53968,0.52776,0.49774,0.50338,0.502,0.54763,0.56294,0.58351,0.59076,0.62079,0.63447,0.63368,0.64031,0.60626,0.59522,0.60099,0.60375,0.60274,0.62017,0.59094,0.58688,0.56836,0.55611,0.55876,0.56271,0.53894,0.51506,0.50167,0.50371,0.46929,0.4546,0.4494,0.45444,0.46051,0.42869,0.41443,0.42955,0.40158,0.38995,0.34525,0.34792,0.34219,0.3236,0.30996,0.30038,0.28401,0.23374,0.21089
Erikson Creek 7,0.59244,0.34239,0.39851,0.3903,0.40951,0.46988,0.44577,0.40766,0.40986,0.50159,0.5116,0.51369,0.42544,0.43801,0.43249,0.47522,0.48955,0.51351,0.51701,0.48948,0.51242,0.51941,0.53032,0.54118,0.49277,0.53157,0.5047,0.52341,0.52955,0.52885,0.50505,0.50515,0.50982,0.48266,0.43335,0.42811,0.45922,0.44185,0.44099,0.43806,0.4462,0.45998,0.457,0.46932,0.48171,0.43203,0.3876,0.38142,0.3808,0.37646,0.41352,0.45904,0.46859,0.45798,0.46104,0.46254,0.44985,0.41909,0.42935,0.432,0.41665,0.42367,0.42743,0.41331,0.37994,0.37005,0.36892,0.37429,0.36692,0.36085,0.37783,0.37022,0.35815,0.34197,0.33782,0.32883,0.3293,0.3256,0.33644,0.34839,0.3505,0.34643,0.32368,0.32567,0.31218,0.29404,0.286,0.26048,0.27564,0.23244,0.20239,0.18043,0.16714,0.16145,0.15395,0.13031,0.1232,0.11593,0.085563,0.073189
Erikson Creek 8,0.46548,0.46655,0.60186,0.58597,0.60328,0.63769,0.60296,0.64204,0.6576,0.67043,0.58779,0.61051,0.58827,0.57375,0.63328,0.64523,0.49385,0.54707,0.58471,0.57525,0.61624,0.66249,0.64969,0.64974,0.6637,0.68466,0.67588,0.68112,0.6653,0.63812,0.63991,0.63556,0.65571,0.62969,0.62765,0.59488,0.59239,0.5967,0.60264,0.58041,0.58888,0.58849,0.59755,0.57775,0.53368,0.52304,0.52056,0.52046,0.54884,0.54284,0.54412,0.57283,0.55795,0.55478,0.56263,0.54616,0.5303,0.5494,0.573,0.59559,0.6099,0.6041,0.57652,0.56452,0.58679,0.58561,0.59263,0.58398,0.57599,0.56738,0.56634,0.57278,0.5578,0.55957,0.54851,0.55182,0.53788,0.53781,0.53561,0.51462,0.51106,0.50201,0.45698,0.43447,0.40361,0.36929,0.33711,0.29685,0.30175,0.30135,0.29319,0.27561,0.22974,0.18941,0.19797,0.18649,0.17629,0.16782,0.15583,0.16529
Erikson Creek 9,0.42544,0.41523,0.46363,0.49163,0.58131,0.56912,0.59355,0.57776,0.57333,0.56252,0.49611,0.55928,0.55499,0.60306,0.61119,0.60533,0.61203,0.55581,0.57288,0.60817,0.57217,0.59332,0.60766,0.60443,0.6333,0.62984,0.64717,0.61877,0.6122,0.59736,0.5935,0.56991,0.5401,0.51312,0.51823,0.51376,0.52609,0.55633,0.55742,0.5506,0.56131,0.54566,0.54784,0.5619,0.57148,0.54831,0.54406,0.53919,0.56508,0.53667,0.5157,0.55009,0.51989,0.51715,0.52014,0.51477,0.52513,0.5193,0.51924,0.50926,0.49522,0.54519,0.52738,0.51959,0.50435,0.50256,0.49796,0.50409,0.52421,0.51477,0.53166,0.52037,0.49174,0.43351,0.41754,0.42654,0.40328,0.40507,0.393,0.38343,0.37797,0.40143,0.38712,0.36553,0.36514,0.34637,0.33772,0.35328,0.35806,0.3388,0.30955,0.31621,0.32597,0.31496,0.30522,0.29927,0.30067,0.30188,0.30785,0
Easy Tiger 1,0.54241,0.61629,0.64897,0.65816,0.66093,0.62834,0.64617,0.6284,0.64109,0.65048,0.68679,0.70004,0.70756,0.69995,0.68193,0.68791,0.66125,0.64052,0.62355,0.62661,0.59001,0.60886,0.6097,0.60983,0.61762,0.61866,0.64134,0.63499,0.64477,0.64938,0.65274,0.63832,0.62894,0.65739,0.68708,0.68722,0.69143,0.67756,0.68798,0.69707,0.6779,0.66721,0.67243,0.68163,0.67621,0.67209,0.6801,0.67936,0.67815,0.66883,0.67548,0.66147,0.64606,0.66267,0.67396,0.63738,0.61042,0.59067,0.56295,0.55366,0.52581,0.49683,0.49004,0.46093,0.46335,0.46183,0.43313,0.43176,0.42944,0.43598,0.43775,0.40982,0.39561,0.37981,0.35487,0.35562,0.32786,0.30076,0.29701,0.28292,0.26915,0.27245,0.26506,0.2592,0.26294,0.26169,0.25463,0.24714,0.23927,0.24524,0.23777,0.21753,0.20086,0.18338,0.16739,0.13373,0.10651,0.10094,0.089979,0.081824
Easy Tiger 2,0.34655,0.55116,0.60535,0.54549,0.46912,0.31675,0.2951,0.32574,0.29548,0.3299,0.34657,0.3918,0.39013,0.42094,0.43624,0.46187,0.53036,0.547,0.55087,0.5288,0.54408,0.56145,0.55758,0.56541,0.57329,0.565,0.5637,0.58033,0.57516,0.60581,0.59855,0.59462,0.58507,0.5803,0.58036,0.56901,0.56031,0.56677,0.5831,0.58863,0.59145,0.58599,0.57528,0.58799,0.59241,0.59208,0.5852,0.56795,0.57103,0.58877,0.60934,0.61215,0.59577,0.57957,0.57515,0.58237,0.5613,0.57361,0.57439,0.54642,0.5538,0.53086,0.51641,0.5134,0.53084,0.51783,0.50578,0.4903,0.49765,0.50769,0.49342,0.49995,0.47417,0.5185,0.52352,0.48256,0.5034,0.54158,0.51893,0.51901,0.49472,0.48462,0.49468,0.52505,0.5238,0.5126,0.49953,0.49275,0.46605,0.45106,0.43483,0.41414,0.42685,0.41941,0.40073,0.38856,0.39655,0.37122,0.33962,0.32977
Easy Tiger 3,0.48967,0.48027,0.55731,0.61719,0.64679,0.67566,0.64646,0.65112,0.67904,0.66624,0.65554,0.6591,0.65062,0.64805,0.66487,0.66284,0.63219,0.64121,0.63959,0.62181,0.62235,0.63263,0.62373,0.60715,0.61923,0.61154,0.62848,0.6178,0.59198,0.62292,0.62522,0.62201,0.62385,0.60578,0.60538,0.59117,0.62019,0.59391,0.59276,0.60081,0.5835,0.56587,0.56079,0.53671,0.56456,0.56224,0.55745,0.5481,0.5608,0.54659,0.52355,0.52013,0.51712,0.50854,0.51695,0.49661,0.50062,0.5057,0.50337,0.52447,0.52219,0.51307,0.50226,0.51826,0.52902,0.51758,0.51747,0.51228,0.52693,0.52217,0.51406,0.51561,0.47408,0.42624,0.4111,0.42962,0.42993,0.43409,0.40746,0.38242,0.36948,0.3944,0.40553,0.36525,0.36956,0.36561,0.35508,0.34585,0.34779,0.33097,0.31794,0.30085,0.30865,0.29085,0.29258,0.28568,0.2859,0.2607,0.26678,0
Easy Tiger 4,0.79766,0.82269,0.81083,0.79738,0.76945,0.73737,0.74265,0.71718,0.69754,0.68434,0.6756,0.6402,0.61573,0.65378,0.6257,0.5969,0.60801,0.62453,0.62956,0.64174,0.63609,0.63354,0.61272,0.6208,0.59543,0.64321,0.64158,0.64513,0.62188,0.63337,0.64763,0.63967,0.65429,0.65042,0.64055,0.59528,0.61981,0.62504,0.59945,0.60532,0.62273,0.61331,0.58574,0.5817,0.5761,0.51533,0.52908,0.56009,0.55278,0.53952,0.54255,0.53007,0.50482,0.48142,0.48736,0.47944,0.49487,0.48433,0.4902,0.47989,0.49099,0.50998,0.51006,0.51916,0.51084,0.504,0.52398,0.54472,0.57618,0.57701,0.56271,0.5626,0.57224,0.56855,0.55936,0.55594,0.52492,0.48456,0.48196,0.43862,0.4289,0.38569,0.33779,0.28882,0.23411,0.1679,0.13449,0.098193,0.088475,0.056995,0.044421,0.040485,0.027519,0.025973,0.036106,0.03411,0.028688,0.01194,0.0084749,0
Easy Tiger 5,0.68854,0.68814,0.72275,0.62487,0.7097,0.74564,0.78306,0.83723,0.83096,0.82543,0.81274,0.71456,0.70488,0.67545,0.69365,0.67145,0.6665,0.68868,0.71128,0.72068,0.72271,0.71936,0.70776,0.71626,0.71186,0.70363,0.71534,0.71225,0.72968,0.71138,0.69484,0.72624,0.74304,0.72512,0.70171,0.69691,0.70548,0.70643,0.71857,0.72018,0.72037,0.73373,0.72932,0.70412,0.69223,0.69856,0.7011,0.72003,0.70383,0.69912,0.72285,0.68201,0.65928,0.63214,0.63396,0.63842,0.64383,0.61953,0.61594,0.61821,0.61247,0.6343,0.62042,0.61244,0.59769,0.6039,0.62108,0.61376,0.6079,0.60437,0.60419,0.60862,0.60605,0.61748,0.61534,0.60846,0.59526,0.60442,0.60073,0.59849,0.59658,0.59551,0.60362,0.59188,0.58822,0.5755,0.58708,0.57719,0.53778,0.5388,0.53265,0.51567,0.52514,0.49834,0.46986,0.46574,0.45786,0.45494,0.41848,0.36218
Easy Tiger 6,0.84189,0.82363,0.69593,0.70788,0.73102,0.7207,0.74001,0.75899,0.70125,0.72114,0.73255,0.68775,0.65886,0.69297,0.68472,0.70481,0.71039,0.71078,0.71348,0.73637,0.75196,0.7475,0.75368,0.74414,0.74854,0.76716,0.76913,0.77822,0.76382,0.75034,0.75204,0.75818,0.78192,0.8134,0.81174,0.8055,0.79733,0.78226,0.79707,0.8,0.80208,0.79762,0.78114,0.77853,0.77931,0.78125,0.78647,0.77646,0.74927,0.76696,0.75829,0.74899,0.74421,0.75198,0.73732,0.73737,0.73689,0.73212,0.71877,0.71704,0.72354,0.70606,0.70707,0.73775,0.73304,0.72714,0.72614,0.71642,0.70324,0.70866,0.70825,0.69309,0.71853,0.72139,0.6932,0.68992,0.68887,0.68517,0.69897,0.71171,0.71079,0.6848,0.66411,0.64869,0.64461,0.67071,0.66536,0.68406,0.66521,0.65263,0.63759,0.64216,0.64167,0.63357,0.61698,0.59876,0.59377,0.5934,0.60434,0.61716
Easy Tiger 7,0.73781,0.73831,0.81021,0.77975,0.77992,0.75443,0.69202,0.68834,0.77015,0.75983,0.75478,0.74884,0.76479,0.78226,0.74422,0.7182,0.73206,0.71902,0.72558,0.729,0.71902,0.69911,0.67835,0.67727,0.71469,0.70081,0.70948,0.69964,0.69458,0.72091,0.69566,0.68872,0.72726,0.69826,0.70247,0.69745,0.68724,0.70662,0.68719,0.67544,0.69721,0.6672,0.69223,0.68744,0.7007,0.70615,0.70593,0.70366,0.69792,0.69934,0.71727,0.70584,0.70344,0.68382,0.6973,0.69082,0.68496,0.69812,0.69919,0.69775,0.68057,0.678,0.67292,0.67378,0.66165,0.66276,0.66904,0.67214,0.63258,0.65,0.63669,0.63208,0.63038,0.64112,0.63551,0.62219,0.62172,0.62357,0.61619,0.61567,0.6148,0.62485,0.63143,0.62235,0.60272,0.60899,0.59638,0.59475,0.58144,0.58568,0.60771,0.62302,0.59872,0.61717,0.62592,0.61602,0.6217,0.61282,0.61051,0
Easy Tiger 8,0.57871,0.59208,0.74594,0.69745,0.67472,0.65831,0.62286,0.61348,0.67424,0.69098,0.71762,0.73459,0.73883,0.73055,0.71174,0.70316,0.70813,0.72694,0.75153,0.75843,0.76111,0.76508,0.76977,0.76261,0.75348,0.73807,0.73816,0.72027,0.7088,0.72753,0.71694,0.70151,0.69855,0.70944,0.70785,0.73557,0.73538,0.72498,0.73367,0.7315,0.72194,0.70106,0.70113,0.68234,0.66834,0.64258,0.66591,0.66834,0.66688,0.64926,0.64447,0.64209,0.62797,0.64252,0.62647,0.62035,0.61392,0.59668,0.58555,0.59438,0.57785,0.57519,0.58614,0.58617,0.59057,0.57312,0.55366,0.55774,0.55408,0.55406,0.54988,0.55697,0.56784,0.5723,0.54672,0.5518,0.54609,0.5012,0.44362,0.41953,0.41109,0.41857,0.39555,0.39478,0.38941,0.36831,0.34194,0.32838,0.31911,0.30159,0.28027,0.25077,0.25076,0.25464,0.26243,0.2615,0.26225,0.26555,0.27069,0
Easy Tiger 9,0.68235,0.65682,0.66239,0.6938,0.67423,0.56644,0.60932,0.60434,0.62363,0.6342,0.69529,0.69617,0.72092,0.70097,0.7348,0.7171,0.74399,0.7346,0.71205,0.70572,0.67687,0.66566,0.66294,0.6721,0.64714,0.6481,0.62592,0.62951,0.64373,0.63606,0.62915,0.6192,0.63361,0.61982,0.62636,0.65582,0.63632,0.63397,0.62207,0.61474,0.61865,0.5841,0.59312,0.60574,0.62315,0.62088,0.61515,0.58769,0.61119,0.63958,0.62211,0.62671,0.61627,0.61189,0.618,0.63247,0.64525,0.64863,0.6423,0.6551,0.64799,0.64311,0.65489,0.63495,0.63078,0.64054,0.64295,0.63717,0.62038,0.59515,0.61308,0.61192,0.62154,0.63314,0.62495,0.61545,0.61884,0.61396,0.60526,0.60252,0.58607,0.55216,0.53848,0.54106,0.52344,0.50634,0.4893,0.43866,0.42817,0.42344,0.40427,0.41802,0.40617,0.39485,0.39164,0.40307,0.39433,0.37257,0.39199,0.37538
Farmer Easy 1,0.52703,0.5297,0.53395,0.55253,0.52086,0.54676,0.59675,0.66405,0.69104,0.62624,0.61015,0.61013,0.6369,0.63156,0.67206,0.6417,0.60204,0.60053,0.63563,0.62095,0.66817,0.65433,0.62645,0.62253,0.60652,0.64775,0.64898,0.65997,0.64546,0.65977,0.64577,0.64748,0.64093,0.63689,0.6283,0.64481,0.65742,0.63552,0.6394,0.63241,0.64139,0.66229,0.6542,0.63711,0.62739,0.61518,0.63288,0.61397,0.60549,0.61906,0.62193,0.62947,0.62589,0.61152,0.60964,0.61359,0.61114,0.61742,0.59867,0.59851,0.58072,0.60438,0.59101,0.59473,0.59962,0.58291,0.59122,0.56996,0.57789,0.58034,0.56992,0.56511,0.55713,0.55796,0.54076,0.52379,0.53987,0.52139,0.50531,0.49576,0.49015,0.49265,0.47626,0.47331,0.46425,0.44973,0.4396,0.42847,0.42657,0.40096,0.4027,0.40535,0.42415,0.41061,0.41725,0.3912,0.37635,0.35154,0.28764,0.23441
Farmer Easy 2,0.75738,0.69208,0.68947,0.62199,0.63016,0.62447,0.66454,0.64721,0.70372,0.776,0.76268,0.7388,0.73581,0.73727,0.70932,0.71109,0.69763,0.68231,0.68662,0.69666,0.68491,0.69003,0.67471,0.6694,0.65715,0.65948,0.64449,0.60862,0.64768,0.6435,0.63329,0.64391,0.64918,0.6432,0.59723,0.61737,0.62549,0.62292,0.62594,0.60892,0.60277,0.59831,0.58319,0.58898,0.57551,0.56572,0.56831,0.57255,0.55593,0.55196,0.54998,0.54419,0.53512,0.53348,0.51801,0.50882,0.48501,0.49617,0.50179,0.46985,0.45868,0.47041,0.46213,0.45395,0.45274,0.44171,0.44094,0.43633,0.43226,0.41664,0.40646,0.38433,0.38681,0.3531,0.34138,0.33981,0.33358,0.32375,0.32828,0.3307,0.33249,0.31103,0.30094,0.27399,0.26736,0.26863,0.26171,0.24483,0.2197,0.20726,0.20318,0.18196,0.17315,0.17664,0.16771,0.14601,0.1448,0.13379,0.12164,0.11014
Farmer Easy 3,0.93893,0.92733,0.8496,0.84069,0.83922,0.82483,0.84746,0.84859,0.85004,0.87075,0.84669,0.84199,0.8345,0.82258,0.81683,0.82766,0.8317,0.81965,0.81175,0.8047,0.78508,0.77347,0.77294,0.75267,0.74069,0.73559,0.74614,0.75165,0.71604,0.72023,0.71722,0.70669,0.72167,0.71244,0.70258,0.70235,0.69102,0.6949,0.69031,0.68084,0.68847,0.6891,0.69737,0.68325,0.68175,0.66863,0.6531,0.66017,0.65545,0.64706,0.64882,0.63976,0.63248,0.62265,0.61937,0.6051,0.60262,0.59198,0.57778,0.57583,0.5757,0.55584,0.55094,0.53816,0.53335,0.53276,0.52087,0.50367,0.5019,0.49923,0.51071,0.48552,0.49813,0.47048,0.45918,0.43614,0.38268,0.3512,0.3429,0.32787,0.32772,0.3081,0.30821,0.29417,0.28173,0.26617,0.25824,0.2537,0.22014,0.22354,0.21316,0.21491,0.20459,0.19944,0.19007,0.18726,0.18508,0.18342,0.16676,0.17342
Farmer Easy 4,0.4776,0.48409,0.54556,0.56568,0.6686,0.75227,0.75746,0.79289,0.79744,0.7675,0.74136,0.74765,0.78158,0.77855,0.78565,0.79398,0.7578,0.73498,0.74407,0.71772,0.69979,0.66424,0.63682,0.59617,0.61508,0.61043,0.58471,0.58734,0.56858,0.53958,0.5186,0.52443,0.5409,0.55431,0.51626,0.51053,0.50666,0.48298,0.5025,0.5043,0.4778,0.49012,0.50341,0.46357,0.48165,0.46153,0.44745,0.48573,0.46664,0.47058,0.47383,0.46846,0.42961,0.46931,0.47512,0.48533,0.49079,0.47286,0.46308,0.47755,0.51327,0.49478,0.47362,0.49619,0.508,0.50487,0.52128,0.54709,0.55909,0.56308,0.53602,0.53122,0.54847,0.55291,0.56447,0.54247,0.54191,0.54312,0.50895,0.48637,0.49756,0.49574,0.48217,0.49393,0.49436,0.48247,0.4824,0.47365,0.46864,0.46184,0.45629,0.42625,0.40884,0.39201,0.39131,0.38729,0.36854,0.35432,0.35389,0.34793
Farmer Easy 5,0.44833,0.46544,0.60445,0.58507,0.5663,0.49782,0.55121,0.57743,0.59598,0.58693,0.5894,0.60848,0.6404,0.65913,0.63416,0.65885,0.63195,0.6179,0.65803,0.65959,0.65398,0.62097,0.62074,0.63693,0.60906,0.62201,0.57451,0.5499,0.57412,0.58228,0.57298,0.55276,0.55218,0.53308,0.54162,0.53326,0.55337,0.57239,0.57411,0.56353,0.55164,0.55857,0.53853,0.56876,0.57616,0.56839,0.562,0.55395,0.55852,0.56481,0.5746,0.59072,0.59461,0.59457,0.58339,0.5889,0.59053,0.58672,0.58765,0.57627,0.58128,0.57608,0.56716,0.57569,0.5653,0.56467,0.55784,0.56534,0.56243,0.56027,0.54285,0.53559,0.52996,0.53133,0.53751,0.52909,0.52421,0.5217,0.5132,0.50969,0.50966,0.521,0.52946,0.51318,0.50836,0.50943,0.51756,0.52706,0.52488,0.53185,0.51517,0.50855,0.52035,0.50433,0.48743,0.4446,0.43479,0.42641,0.42892,0.42252
Farmer Easy 6,0.90343,0.87044,0.83095,0.8572,0.79777,0.79837,0.7386,0.77663,0.7571,0.76833,0.7926,0.76504,0.74091,0.71932,0.72682,0.72447,0.66976,0.67552,0.67369,0.67633,0.65987,0.62701,0.69047,0.68189,0.72339,0.71316,0.70258,0.71862,0.71052,0.7168,0.66423,0.68063,0.67659,0.65011,0.62983,0.61525,0.64299,0.63538,0.65295,0.64494,0.63356,0.66769,0.67481,0.69157,0.66641,0.67394,0.65388,0.65355,0.65445,0.66092,0.62825,0.64246,0.65131,0.63947,0.64738,0.6495,0.6292,0.65966,0.66687,0.62631,0.61263,0.58411,0.59315,0.61292,0.60186,0.61267,0.61149,0.57572,0.62333,0.63089,0.64053,0.63179,0.61386,0.60076,0.56752,0.57222,0.54555,0.5269,0.52841,0.50572,0.48199,0.47318,0.4578,0.40502,0.33586,0.29159,0.25364,0.21079,0.18697,0.17036,0.15024,0.14761,0.1371,0.11811,0.10089,0.090082,0.08712,0.069288,0.059318,0.041638
Farmer Easy 7,0.7876,0.82431,0.78564,0.72169,0.70979,0.74542,0.77228,0.78134,0.73957,0.712,0.75343,0.76294,0.75153,0.73607,0.73273,0.71047,0.69002,0.70081,0.70965,0.71551,0.69744,0.70688,0.68746,0.69178,0.7039,0.68178,0.68697,0.68218,0.66283,0.67585,0.67573,0.67409,0.66659,0.67511,0.67548,0.70228,0.67858,0.69067,0.66789,0.66178,0.67131,0.65815,0.62484,0.63662,0.6281,0.62727,0.62678,0.62221,0.6219,0.61002,0.62109,0.59582,0.58924,0.59899,0.60918,0.5912,0.57927,0.58798,0.57681,0.56748,0.55617,0.55201,0.54795,0.55302,0.5409,0.53471,0.51954,0.50767,0.5066,0.50321,0.47897,0.47745,0.47122,0.45013,0.44672,0.43943,0.4271,0.40169,0.39523,0.38059,0.3667,0.36082,0.35231,0.33794,0.32451,0.30244,0.29038,0.27635,0.26634,0.26557,0.26475,0.25608,0.24646,0.2432,0.23482,0.22222,0.21527,0.2114,0.20872,0
Farmer Easy 8,0.63524,0.66634,0.63541,0.62548,0.63372,0.64191,0.62963,0.64318,0.62473,0.59857,0.64374,0.63479,0.64198,0.62575,0.61307,0.63176,0.63277,0.61876,0.63439,0.6302,0.61797,0.60275,0.58139,0.57614,0.60156,0.60664,0.58966,0.62826,0.64908,0.61175,0.58973,0.5833,0.57368,0.58253,0.58226,0.60608,0.61981,0.5956,0.58786,0.62183,0.59223,0.5712,0.57745,0.59839,0.58956,0.61643,0.62159,0.6267,0.62578,0.63454,0.62835,0.64296,0.63232,0.61612,0.62054,0.61327,0.60545,0.62185,0.62451,0.63067,0.6238,0.62697,0.62037,0.64426,0.65018,0.65043,0.64422,0.64354,0.64336,0.63191,0.64097,0.61071,0.57237,0.54494,0.51561,0.48617,0.47191,0.43671,0.41797,0.42402,0.41538,0.41429,0.40053,0.40064,0.39842,0.38181,0.37665,0.37063,0.35548,0.35537,0.33976,0.3441,0.33907,0.33323,0.30857,0.30968,0.30742,0.30241,0.28461,0.27228
